Correo,Nombre,Apellido,Telefono,Estado,Municipio,RazonSocial,Cargo,OtroCargo,NoEmpleados,SolucionInteres,ServicioInteres,Mensaje,AvisoPrivacidad,Newsletter,CreatedAt,UpdatedAt,Tipo,Region,CorreoComercial,CorreoMkt,utm_source,utm_medium,utm_campaign,utm_content
aureabarberia@gmail.com,Rubí lizeth,Ramirez guillen,8118264356,Nuevo León,General Escobedo,Ragr941029kp3,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Somos una barbería la plaza es nueva,True,True,3/24/2026 9:53:54 PM,3/24/2026 9:53:54 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
estradapascaciop@gmail.com,Pedro  de jssus,Estrada pascacio,9841325147,Quintana Roo,Solidaridad,Social,Gerente,,500 a 1000,Planes Empresariales,Plan Telcel Empresa,Lo bloquee ya no puedo llamar,True,True,3/25/2026 3:29:34 AM,3/25/2026 3:29:34 AM,PTE,R8,julio.delarosa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
l.avalos@bandasymangueras.com,LUIS,AVALOS,5528511405,Estado de México,Tlalnepantla de Baz,CBM INDUSTRIAL,Dueño/Propietario,,1 a 5,Comunicación Empresarial,Control de Ventas,Cambiar 5 líneas de at&t a servicio telcel,True,False,3/25/2026 7:29:37 AM,3/25/2026 7:29:37 AM,COE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
caleb1947@live.com.mx,Juan roberto,Gutierrez lopez,4773531802,Guanajuato,León,Creaciónes Kristel,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Cuanto dura el plan,True,True,3/25/2026 7:57:49 AM,3/25/2026 7:57:49 AM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jvalenzuela@hevacompliance.com,Jorge,Valenzuela,3315689470,Jalisco,Zapopan,HEVA Compliance S.C.,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Buenos días, busco adquirir una linea empresarial para las necesidades de la Sociedad Civil que operamos, esto con la finalidad de separar mis datos personales de contacto de los servicios que presta HEVA Compliance.",True,False,3/25/2026 9:24:01 AM,3/25/2026 9:24:01 AM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ricardo.ayala@vernicolor.com,juan ricardo,ayala rodriguez,8443509663,Coahuila de Zaragoza,Ramos Arizpe,vernicolor mexico,Gerente,,100 a 500,Comunicación Empresarial,Control de Ventas,"Buen dia 

necesito apoyo para generar un usuario el mi telcel empresas para administrar nuestras lineas",True,True,3/25/2026 9:53:31 AM,3/25/2026 9:53:31 AM,COT,R4,marsanva@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alma.salas@hotelesmilenium.com,Alma Cristina,Salas,4731198031,Guanajuato,Silao de la Victoria,Operadora de Hoteles Silao,Contador,,25 a 50,Gestión Vehicular Telcel,Telemetría,Necesito cotización de rastreador para 3 vehiculos,True,False,3/25/2026 9:59:33 AM,3/25/2026 9:59:33 AM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
984180385o@gmail.com,David,Mendez arcos,9841446095,Quintana Roo,Tulum,Credencial,Jefe,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Registro de linea Telcel,True,True,3/25/2026 10:03:39 AM,3/25/2026 10:03:39 AM,PTE,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jose@floou.me,JOSE,SOLORIO GARCIA,5573221514,Ciudad de México,Miguel Hidalgo,Floou,Analista,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Necesito dos planes básicos, con un equipo incluido de gama media baja pero que cuente con dual sim",True,False,3/25/2026 10:38:02 AM,3/25/2026 10:38:02 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
tania.v@marketingzone.mx,Tania,Vazquez,5538082378,Ciudad de México,Benito Juárez,Marketing zone,Gerente,,25 a 50,Conectividad Telcel,Internet Gestionado,"Que tal, 

nos gustaría información sobre para telefonía e internet portatil en CDMX, GUADALAJARA Y MONTERREY  , para kioscos informativos  en esas ciudades",True,True,3/25/2026 10:58:46 AM,3/25/2026 10:58:46 AM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
rutilo@gmail.com,Rutilo,Riche,9141190744,Tabasco,Comalcalco,Aglos,Gerente,,5 a 25,Comunicación Empresarial,Control de Ventas,Quisiera conocer sus servicios,True,True,3/25/2026 11:54:53 AM,3/25/2026 11:54:53 AM,COE,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@refricon.com.mx,Cinthia,Nolasco,5547762169,Ciudad de México,Iztapalapa,Refrigeracion Continua,Otro,,5 a 25,Conectividad Telcel,eSIM,"Requerimos cotización de Internet en tu Empresa (internet inalámbrico) para dos ubicaciones en CDMX (Coyoacán y Mixcoac), con router incluido, facturación mensual a RFC y capacidad de 300 GB por sitio",True,True,3/25/2026 12:07:56 PM,3/25/2026 12:07:56 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
dbarragan@allux.com.mx,Diego,Barragán,5513108691,Ciudad de México,Álvaro Obregón,OPERADORA MEXICANA ALLUX,Analista,,100 a 500,Planes Empresariales,Plan Telcel Empresa,Quiero hablar con un agente para poder agendar una visita en corporativo y platicar sobre el proyecto.,True,True,3/25/2026 12:18:16 PM,3/25/2026 12:18:16 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
maquialsa@hotmail.com,nestor,zurricanday,5522838535,Tamaulipas,Altamira,maquinados industriales de altamira,Gerente,,50 a 100,Gestión Vehicular Telcel,Telemetría,"Buen dia.

Me podran brindar informacion sobre los planes que hay para flotilla de vehiculos (aprox 15 + 2 tractocamiones)
Quedo en espera de sus comentarios.",True,True,3/25/2026 12:18:30 PM,3/25/2026 12:18:30 PM,COT,R4,marsanva@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@imaso.com.mx,ELVIRA GRACIELA,MARTINEZ ROJAS,4422266306,Querétaro,Querétaro,INGENIERIA MASO,Dueño/Propietario,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Actualmente tengo contratadas 6 lineas , para todas ya se vencio el plazo de contrato. Quiero saber si puedo cambiar a los planes Telcel Empresa 1 (3 lineas) y Telcel Empresa 5 (3 lineas), ya que actualmente estoy pagando mucho mas por cada linea actualmente",True,False,3/25/2026 12:29:21 PM,3/25/2026 12:29:21 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
estefaniaacj@gmail.com,Estefania,Cahuantzi Juarez,2212231840,Puebla,Puebla,MSX - MEXICAN SURVEYORS,Asistente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,"Solicitamos E-Sim para 2 empleados, con plan básico de voz y datos.",True,True,3/25/2026 1:21:38 PM,3/25/2026 1:21:38 PM,PTE,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
u.t.i.internacional2025@gmail.com,Amor,Espinoza Solano,9511897904,Veracruz de Ignacio de la Llave,Xalapa,UTI Union De Talentos Internacionales,Dueño/Propietario,,1 a 5,Conectividad Telcel,Conectividad Avanzada M2M,quisiera saber que paquete podria adquirir con telefonia internet y equipo,True,True,3/25/2026 2:36:03 PM,3/25/2026 2:36:03 PM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alexitodelgadillo060@gmail.com,Alexis Vicente,Delgadillo Sánchez,5664763264,Tlaxcala,Ixtacuixtla de Mariano Matamoros,Pagar apps,Dueño/Propietario,,5 a 25,Planes Empresariales,Plan Telcel Empresa,Necesito pagar apps para mí negocio,True,True,3/25/2026 3:53:32 PM,3/25/2026 3:53:32 PM,PNE,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
logine.servicios@gmail.com,Estefanny,Alvarez,9994338407,Yucatán,Mérida,Logine Servicios,Asistente,,5 a 25,Conectividad Telcel,Redes Privadas de Datos,Hola quiero contestar algún paquete para la empresa y tener líneas telefónicas pero con números de teléfono que ya tengamos. Solo alinearlos a nuestra cuenta empresarial para poder facturar.,True,False,3/25/2026 3:53:47 PM,3/25/2026 3:53:47 PM,COT,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ivan.santos@inbody.com,Ivan,Santos,5616670130,Ciudad de México,Benito Juárez,BIOSPACE LATIN AMERICA,Especialista,,50 a 100,Seguridad,Control de Dispositivos MDM,"Buen día quisiera información del servicio, estoy en una prueba de uso de un software de control de seguridad remota pero para usar la aplicación en teléfonos, necesita un MDM. También les comento que tenemos servicio de plan controlador empresarial.",True,False,3/25/2026 4:17:40 PM,3/25/2026 4:17:40 PM,SEG,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
belem@hck.com.mx,Belem,Janhekt,5531079349,Estado de México,Tecámac,OPERADORA CENTRAL HCK,Gerente,,50 a 100,Planes Empresariales,Plan Telcel Ultra Empresa,Me puedes compartir información de lo que se necesita para contratar,True,False,3/25/2026 5:19:12 PM,3/25/2026 5:19:12 PM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
vanessa.gutierrez@gruponikomi.com.mx,Vanessa,Gutiérrez,5657728250,Estado de México,Cuautitlán Izcalli,Grupo Nikomi,Gerente,,100 a 500,Gestión de Fuerza en Campo,Localización Empresarial,Me interesa la contratacion de equipos telefonicos para nuestro equipo empresarial,True,True,3/25/2026 5:30:49 PM,3/25/2026 5:30:49 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
uramirez@riscoseguros.com,Uriel Gregorio,Ramirez Ramirez,5548217942,Ciudad de México,Álvaro Obregón,ASESORES PROFESIONALES INTEGRADOS AGENTE DE SEGUROS Y DE FIANZA,Otro,COORDINADOR DE INFRAESTRUCTURA Y SEGURIDAD DE TI,100 a 500,Comunicación Empresarial,Push to Talk,"Una de las líneas de la empresa indica que ya se consumió los datos, requerimos validar esta información",True,True,3/25/2026 6:26:32 PM,3/25/2026 6:26:32 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gerencia-general@cemsaa.com,LUIS FELIPE,YACUTA,5594187327,Ciudad de México,Miguel Hidalgo,CIMBRA EQUIPO Y MAQUINARIA S.A. DE C.V.,Asistente,,50 a 100,Gestión Vehicular Telcel,Módulo de Ruteo,"Somos una empresa dedicada a la cimbra y renta de maquinaria para construcción, y contamos con una flota de 50 vehículos que usamos para visitas a obra o seguimiento a clientes. Estamos buscando una solución para el rastreo de estas unidades.",True,True,3/25/2026 6:57:48 PM,3/25/2026 6:57:48 PM,GVT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
pamela@dominio.com,Pamela,Diego,2321090072,Veracruz de Ignacio de la Llave,Martínez de la Torre,Nose,Otro,Ama de casa,1 a 5,Comunicación Empresarial,Control de Ventas,Esque me cambiaron a movistar y no me agarra nada de señal y me urge lo más antes posible cambiar a telcel,True,False,3/26/2026 7:07:25 AM,3/26/2026 7:07:25 AM,COE,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jlima@msxi.com,Joice,Lima,1193297134,Ciudad de México,Miguel Hidalgo,MSX INTERNATIONAL S DE RL DE CV,Analista,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Hola, me gustaría recibir un presupuesto según la descripción que figura a continuación:

•    Cantidad inicial: de 3 a 5 líneas corporativas
•    Cobertura: Ciudad de México (CDMX)
•    Tipo de plan: Voz, datos y SMS
•    Preferencia: planes flexibles adecuados para un volumen reducido (evitar contratos con compromisos mínimos elevados)

Contrato:
1.    Cuotas mensuales por línea
2.    Límites de datos, voz y SMS incluidos
3.    Costes de activación/configuración (si los hubiera)
4.    Posibilidad de escalabilidad (añadir líneas según sea necesario)

Traducción realizada con la versión gratuita del traductor DeepL.com",True,False,3/26/2026 8:44:18 AM,3/26/2026 8:44:18 AM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
maximino.fuentes@kbae.com,enrique maximino,fuentes,4427770919,Puebla,Puebla,KB advanced engineering,Especialista,,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,deseo contratar servicio de internet,True,False,3/26/2026 9:53:16 AM,3/26/2026 9:53:16 AM,COV,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alex.viurban@gmail.com,Alejandro,Guerrero,3221114358,Jalisco,Puerto Vallarta,Puertas y Ventanas de PVC,Jefe,,25 a 50,Conectividad Telcel,Internet Gestionado,"Buen día, me gustaría revisar opciones de contratación de servicio para llamadas y datos para mis colaboradores.",True,False,3/26/2026 10:40:42 AM,3/26/2026 10:40:42 AM,COT,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
montoyarpgelio627@gmail.com,Rogelio,Godinez Montoya,5525247668,Hidalgo,Zempoala,Centro deportivo,Dueño/Propietario,,1 a 5,Business Intelligence,Geodata,"Hola buenos días quiero saber si hay algún patrocinio o colaboración para crear un centro deportivo en zempoala , ya se tiene terreno y estudio de campo con 500 clientes . Con posibilidad de crecimiento y posesionamiento de marca.",True,True,3/26/2026 10:43:36 AM,3/26/2026 10:43:36 AM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
facturacion@icopsa-pue.com,Eric,Moran,2223853464,Puebla,Puebla,Iluminacion Comercial De Puebla,Otro,Auxiliar administrativo,5 a 25,Servicios Cloud,Claro Drive Negocio,"DISCULPE, BUSCAMOS UN SERVICIO PARA RESPALDAR LOS DATOS DE UN DISCO DURO EN LA NUBE, PERO REQUERIMOS DE FACTURA PARA PODER CONTRATAR EL SERVICIO, 

¿LAS FACTURAS SE PUEDEN EMITIR MENSUALMENTE CON EL PAGO?
¿LA FACTURA VIENE APARTE O SE AGREGA EL CONCEPTO A LA FACTURA MENSUAL DEL SERVICIO TELCEL?
¿EL COSTO PUBLICADO EN LA PÁGINA DE $169 POR UN TERABYTE ES FIJO? 
¿SE PUEDE PAGAR POR TRANSFERENCIA CON LA FACTURA DE SERVICIO TELCEL?
¿PUEDE SINCRONIZARSE EL DISCO DEL ESCRITORIO CON EL SERVICIO EN LA NUBE PARA REPALDOS AUTOMÁTICOS, Y LA INFORMACIÓN SEGUIRÁ INTACTA AÚN SI EL DISCO FÍSICO DEJARA DE FUNCIONAR?
EN CASO DE REQUERIR SPOORTE ¿ES EN LÍNEA POR CHAT COMO WHATSAPP, O POR MEDIO DE SU PLATAFORMA O LLAMADA?

QUEDO AL PENDIENTE DE SU RESPUESTA

MUCHAS GRACIAS ¡SALUDOS!
",True,False,3/26/2026 11:41:15 AM,3/26/2026 11:41:15 AM,SEC,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gerencia@finef.mx,antonio,de la garza caro,8717438409,Durango,Gómez Palacio,FINANCIAMIENTO EFECTIVO SA DE CV SOFOM ENR,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,MI PLAN VENCE EN AGOSTO PERO QUIERO AUMENTAR LOS  GB ENTONCE VE RLA OPCION DE RENOVAR CON EQUIPO IPHONE 17 PRO MAX,True,True,3/26/2026 11:47:00 AM,3/26/2026 11:47:00 AM,PTE,R3,alberto.sifuentes@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gaby_urby@outlook.com,Gaby,Urby,5534091121,Ciudad de México,Cuajimalpa de Morelos,QBS,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Estoy con AT&T y quiero ve opciones de cambio. Favor de contactarme. Gracias,True,True,3/26/2026 11:47:28 AM,3/26/2026 11:47:28 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
hector.briones@pinnaclegl.com,Hector,Briones,8671044214,Nuevo León,San Nicolás de los Garza,SINOMEX LOGISTICS S DE RL DE CV,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Favor de contactarme para revisar los planes y documentos necesarios para contratar planes telcel.,True,False,3/26/2026 11:48:32 AM,3/26/2026 11:48:32 AM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ocastillo@ghgmanufacture.mx,Omar,Castillo,8117652563,Nuevo León,Apodaca,GHG MANUFACTURE,Asistente,,50 a 100,Comunicación Empresarial,Push to Talk,"BUEN DIA 
QUEREMOS SABER EL PRECESO PARA CONTRATAR LINEAS CON CONTRATO EMPRESARIAL",True,False,3/26/2026 12:13:42 PM,3/26/2026 12:13:42 PM,COT,R4,marsanva@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
informatica@aerocar.mx,Alan,Luevano,4494017440,Aguascalientes,Aguascalientes,CAE1805246CA,Gerente,,25 a 50,Planes Empresariales,Plan Telcel Empresa,"Buenos dias, me comunico de parte del Departamento de Informatica de la Empresa ""Carga Aerea Expeditada"", actualmente contamos con lineas telcel en la empresa y nos interesa registrarlos como lineas empresariales. 

Saludos.",True,False,3/26/2026 12:30:05 PM,3/26/2026 12:30:05 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
zurpaul@gmail.com,ZURCAREV,PAUL,5524995026,Ciudad de México,Gustavo A. Madero,IPN,Contador,,5 a 25,Conectividad Telcel,Internet Gestionado,"ME INTERESA EL SERVICIO DE INTERNET EMPRESARIAL
",True,True,3/26/2026 12:33:23 PM,3/26/2026 12:33:23 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
crarrazattee@urbanaavanzada.com.mx,Carlos Roberto,Arrazattee García,3316024287,Jalisco,Guadalajara,"Seguridad Privada Urbana Avanzada, S.A. de C.V.",Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Somos una Empresa de Seguridad Privada, que actualmente basa su comunicación en el uso de equipos de radio mediante datos con tarjeta SIM; sin embargo los requerimientos de nuestros Clientes nos están obligando a cambiar el Radio por el Teléfono Celular y específicamente el uso de Whatsapp; por lo que estamos buscando un Plan de renta mensual que incluya un Smartphone de uso rudo, buena capacidad de almacenamiento, buena capacidad de procesamiento de datos, excelente conectividad, a fin de enviar y recibir datos de forma eficiente incluso en lugares aislados o subterraneos y de ser posible que se pueda administrar remotamente y por ende que se pueda limitar o negar la configuración al ususario.

Actualmente necesitamos 20 equipos.

No omita manifestar que en la actualidad contamos con algunos equipos contratados por nuestra Empresa.

Agradeceré su valioso apoyo.",True,True,3/26/2026 12:55:33 PM,3/26/2026 12:55:33 PM,PNE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
oaguilar@exante.mx,Oscar,Aguilar,8130391505,Nuevo León,Monterrey,exante,Gerente,,5 a 25,Gestión Vehicular Telcel,Módulo de Ruteo,"Somos una financiera que otorga crédito de autos, me interesa saber los servicios que manejan",True,False,3/26/2026 1:29:27 PM,3/26/2026 1:29:27 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gerardo.lara@kuehne-nagel.com,Gerardo,Lara,5579206406,Estado de México,Cuautitlán Izcalli,Kuehne + Nagel,Gerente,,1000+,Gestión Vehicular Telcel,Cadena de Frío,Me gustaría más conocer acerca de las soluciones que tienen para el monitoreo de temperatura en envios de carga,True,False,3/26/2026 1:33:15 PM,3/26/2026 1:33:15 PM,GVT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
mikepaisano415@gmail.com,Luis Miguel,Landaverde,4151116814,Guanajuato,San Miguel de Allende,Mecánico en n personal,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,La seguridad que ofrecen  me párese muy eficiente,True,True,3/26/2026 2:15:58 PM,3/26/2026 2:15:58 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
sbosques@visadelnorte.com,Moisés,Rosas,5573972149,Ciudad de México,Cuajimalpa de Morelos,TRAMUN S.A DE C.V,Asistente,,1 a 5,Gestión Vehicular Telcel,Cadena de Frío,"Me gustara saber al respecto más del servicio de cadena de frio, medición de combustible y modulo de ruteo.",True,True,3/26/2026 2:20:02 PM,3/26/2026 2:20:02 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gestion@toskanimexico.com,BELLEZA COSMECEUTICA,DE MEXICO,5552114260,Ciudad de México,Miguel Hidalgo,BELLEZA COSMECEUTICA DE MEXICO,Asistente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,HOLA BUENAS TARDES QUIERO SABER QUE PLANES EMPRESARIALES SE AJUSTAN A LAS NECESIDADES DE LA COMPAÑIA,True,False,3/26/2026 3:40:08 PM,3/26/2026 3:40:08 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
recursos.humanos@verkkom.com,Francisco Javier,Rangel Hernandez,8124662957,Nuevo León,Pesquería,VERKKOM LEOR S.A DE C.V,Jefe,,25 a 50,Comunicación Empresarial,Push to Talk,"Buenas tardes, quisiera tener atención PERSONALIZADA por parte de un asesor que me las promociones y atención personalizada para que la empresa este siempre con servicio de telefonia e internet",True,True,3/26/2026 4:18:36 PM,3/26/2026 4:18:36 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jaimerozen@gmail.com,Jaime,Rozen,6461132016,Baja California,Ensenada,Proyecto Ayeka Ensenada del noroeste,Director,,25 a 50,Planes Empresariales,Plan Telcel Empresa,Activar el teléfono para empresa,True,True,3/26/2026 4:30:59 PM,3/26/2026 4:30:59 PM,PTE,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jazmin@ambioental.com,Jazmin,Celis,9512348193,Oaxaca,Oaxaca de Juárez,'-,Otro,'-,1 a 5,Gestión Vehicular Telcel,Video a bordo,"Hola, buenas tardes. 
Quisiera información sobre el servicio de Video a Bordo.",True,False,3/26/2026 4:36:17 PM,3/26/2026 4:36:17 PM,GVT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
sup.superdelcamino@gmail.com,Reymundo,Arreola,6591034848,Chihuahua,Namiquipa,Comercial súper del camino S.A. de C.V,Gerente,,50 a 100,Gestión Vehicular Telcel,Hábitos de Conducción,"Me gustaria recibir información sobre costo para la contratación de servicio en 5 vehiculos de los siguientes servicios:
Habitos de conduccion, medicion de combustible y modulo de ruteo",True,False,3/26/2026 5:25:41 PM,3/26/2026 5:25:41 PM,GVT,R3,marvilce@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
compras2@intmandemexico.com,Lizbeth,Machorro,5634998248,Ciudad de México,Miguel Hidalgo,Intman S. A. de C. V.,Especialista,,1 a 5,Business Intelligence,Autenticación Móvil,"Deseo realizar la compra de un teléfono celular, ya que será compra para empresa, necesitamos realizar pago por transferencia y que además se nos genere una factura.",True,False,3/26/2026 5:31:44 PM,3/26/2026 5:31:44 PM,BUI,R9,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
alejandromaldonadorocha@gmail.com,Alejandro,Rocha,5657943506,Ciudad de México,Coyoacán,Maldonado,Especialista,,25 a 50,Conectividad Telcel,Conectividad Avanzada M2M,Quiero que me agarre mi número o mi recarga,True,True,3/26/2026 7:21:11 PM,3/26/2026 7:21:11 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
creayformacivil@outlook.com,Carlos Fernando,Perez Ramirez,3111196620,Nayarit,Tepic,Crea y Forma ingeniería Civil,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Me gustaria contratar un plan empresa,True,False,3/26/2026 7:37:56 PM,3/26/2026 7:37:56 PM,PTE,R5,alejandra.munoz@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
getvisacenterr@gmail.com,Mariel,Nuñez,9993378341,Yucatán,Mérida,OPERADORA DE SERVICIOS SHIBAM,Director,,5 a 25,Planes Empresariales,Plan Telcel Empresa,Solicitud de registro,True,True,3/26/2026 9:06:01 PM,3/26/2026 9:06:01 PM,PTE,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@polynex.com.mx,YESSICA,CONTRERAS,8331537562,Tamaulipas,Tampico,POLYNEX GLOBAL SOLUTIONS,Director,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Me gustaría contratar el plan de renta mensual de $239 pesos para Polynex Global Solutions.,True,True,3/26/2026 9:06:02 PM,3/26/2026 9:06:02 PM,PTE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
radioscln16@gmail.com,Jesus,Perez,6675463700,Sinaloa,Culiacán,Celulares,Dueño/Propietario,,1 a 5,Gestión Vehicular Telcel,Telemetría,"Estoy interesado en iot sim 
",True,False,3/27/2026 12:42:49 AM,3/27/2026 12:42:49 AM,GVT,R2,manuel.zuniga@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
compras@adisacv.com.mx,Leonardo,López,5510888064,Hidalgo,Tizayuca,Alfa desarrollos industriales,Jefe,,25 a 50,Planes Empresariales,Plan Telcel Empresa,Actualmente contamos con el servicio de otra compañía y se acerca el periodo de renovación estoy en búsqueda de otra opción,True,False,3/27/2026 6:47:51 AM,3/27/2026 6:47:51 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
auxiliar.admon@idheas.org.mx,Eduardo,Montaño,5568643887,Ciudad de México,Álvaro Obregón,"IDHEAS, Litigio Estratégico en Derechos Humanos",Contador,,1 a 5,Planes Empresariales,Plan Telcel Empresa,Quisiera obtener una línea telefónica,True,True,3/27/2026 8:26:22 AM,3/27/2026 8:26:22 AM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
argenis.cruces@bergmann.mx,Argenis,Cruces,6141375550,Chihuahua,Aquiles Serdán,COMPAÑIA MINERA BERGMANN,Otro,Comprador,100 a 500,Conectividad Telcel,Internet Gestionado,Requiero saber de los planes de internet para ponerlos en la mina,True,False,3/27/2026 8:46:55 AM,3/27/2026 8:46:55 AM,COV,R3,marvilce@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
hospitalidad@integrameetings.com,Stephanie,Juarez,2225271765,Puebla,Puebla,Integrameetings,Asistente,,100 a 500,Conectividad Telcel,Internet Gestionado,Me gustaría solicitar una cotización de internet 20 mg para un evento 3 días,True,False,3/27/2026 9:24:47 AM,3/27/2026 9:24:47 AM,COV,R7,mauricio.apam@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
cumplimiento_pld@karyworld.com,Adamari,Jimenez,5511944452,Ciudad de México,Cuauhtémoc,"KARYWORLD, S.A. DE C.V. SOFOM E.N.R.",Analista,,100 a 500,Conectividad Telcel,Conectividad Avanzada M2M,"Hola, buen día,

Somos una empresa de call center y actualmente contamos con alrededor de 400 agentes. Estamos interesados en dar de alta a nuestros empleados en WhatsApp, por lo que nos gustaría conocer los requisitos de sus SIM cards en modalidad prepago.

Asimismo, agradeceríamos nos pudieran indicar cuáles son los requisitos necesarios para vincular las líneas a una persona moral.

Mi nombre es Adamari Jiménez y quedo atenta a su información. También pueden contactarme vía WhatsApp al 5511944452.

Muchas gracias.",True,True,3/27/2026 9:59:21 AM,3/27/2026 9:59:21 AM,COV,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
